,time,club,id,first_name,gender,trained_10_week,trained_im,has_trainer,Age,VO2 Max,BMI,n Marathons run,Cadence
6006,01:37:42,Victory Athletic Club,5987,Jonathan,male,0,5,0,28,38.25,23.43,2,161
2592,01:37:42,,2582,Helena,female,0,6,0,39,52.2,25.47,7,170
6008,01:37:42,,5989,Michael,male,4,4,0,27,46.65,22.74,7,171
11091,01:37:41,,11058,Kirsty,female,4,5,0,18,31.04,21.51,5,167
8792,01:37:41,,8768,Christina,female,1,2,0,37,47.95,21.39,7,164
2591,01:37:41,,2581,Michael,male,0,3,0,37,39,21.39,10,173
2590,01:37:41,,2580,Bridget,female,4,4,0,32,28.2,23.28,4,168
2589,01:37:41,,2579,Christopher,male,3,3,0,27,45.78,23.68,12,158
14050,01:37:40,,14008,Chiara,female,0,2,0,41,59.18,21.84,7,156
10338,01:37:40,,10308,Jules,male,4,4,0,35,37.66,21.92,7,166
3509,01:37:40,,3497,Jason,male,6,6,0,41,49.84,20.82,2,158
1284,01:37:40,,1282,John,male,2,7,0,33,35.97,23.62,7,177
2588,01:37:40,,2578,Kery,male,5,5,0,35,58.01,20.73,8,171
6005,01:37:40,,5986,Steve,male,1,5,0,45,38.1,24.5,3,170
6003,01:37:39,,5984,Jonah,male,3,6,0,51,37.97,999,15,161
6004,01:37:39,,5985,Steven,male,1,3,0,19,31.97,24.03,2,166
2587,01:37:39,,2577,Abigail,female,0,5,0,37,38.49,21.11,11,160
4022,01:37:39,Portsmouth Joggers,4009,Chris,male,1,3,0,51,42.85,23.43,11,169
12152,01:37:39,,12115,Karen,female,0,3,0,38,56.14,23.45,3,167
14049,01:37:38,,14007,Mark,male,1,3,0,48,38.38,21.02,9,168
6893,01:37:38,,6871,Philip,male,1,3,0,41,45.46,24.41,10,168
7764,01:37:38,,7742,Rebecca,female,1,3,0,33,31.39,21.88,9,161
13089,01:37:38,,13048,Nicola,female,3,3,0,0,35.66,20.46,2,1
8790,01:37:37,,8766,Sue,female,4,5,0,32,50.45,23.12,8,171
7763,01:37:37,,7741,Emma,female,2,3,0,48,56.93,23.87,7,157
8791,01:37:37,,8767,Jane,female,1,3,0,29,28.5,24.24,5,168
6001,01:37:37,,5982,Timothy,male,3,6,0,40,34.83,21.24,6,170
7274,01:37:37,,7252,James,male,0,5,0,27,47.95,22.24,20000,164
3508,01:37:37,,3496,Tom,male,3,3,0,34,48.88,24.42,6,167
1283,01:37:37,,1281,Molly,female,1,4,0,51,43.66,22.78,3,172
5026,01:37:37,,5008,Danielle,female,5,6,0,36,45.47,21.66,6,167
14048,01:37:37,,14006,Denise,female,4,4,0,36,35.23,20.87,5,166
5025,01:37:37,,5007,Mark,male,7,7,0,29,37.16,20.92,3,167
2586,01:37:37,,2576,Ashley,female,0,6,0,58,40.2,20.97,4,170
6002,01:37:37,,5983,Jolyon,male,3,3,0,44,45.41,22.04,4,161
1282,01:37:36,Royal Wootton Bassett Hounds RC,1280,Claire,female,0,6,1,22,31.8,23.22,5,163
11090,01:37:36,,11057,Naomi,female,1,6,0,38,32.13,24.54,8,158
6892,01:37:36,Lliswerry Runners,6870,Charlotte,female,4,4,1,37,27.31,21.37,10,161
5024,01:37:36,,5006,Rhondda,male,6,6,0,32,34.79,24.68,7,162
12151,01:37:36,,12114,Sarah,female,5,5,0,45,37.39,21.44,3,158
13088,01:37:35,,13047,Mike,male,2,4,0,36,41.67,21.76,8,169
4426,01:37:35,,4410,Jonathan,male,2,4,0,38,44.89,23.45,10,162
4425,01:37:35,,4409,Nigel,male,1,3,0,39,44.73,21.82,5,167
7762,01:37:34,,7740,Angela,female,0,3,0,39,40.26,24.41,9,170
7761,01:37:34,,7739,Phil,male,1,3,0,24,48.45,20.9,11,171
10337,01:37:34,,10307,Rebecca,female,7,7,0,41,42.69,22.01,11,153
8789,01:37:33,,8765,Ashleigh,female,4,4,0,18,28.28,23.67,2,169
3507,01:37:33,Phoenix Striders,3495,Karen,female,0,6,1,44,47.31,21.69,8,1
3506,01:37:33,,3494,Jon,male,0,2,0,39,48.86,23.69,6,165
3505,01:37:33,,3493,Mia,female,6,6,0,44,44.47,21.17,1000000,168
7760,01:37:33,,7738,Fanny,female,2,3,0,31,38.37,22.2,9,157
227,01:37:33,,227,Gemma,female,0,3,0,22,56.54,22.73,7,161
228,01:37:33,Ryde Harriers,228,James,male,3,5,1,39,46.88,24.63,14,163
1278,01:37:32,,1276,Bradley,male,0,4,0,41,32.45,20.86,4,163
3504,01:37:32,,3492,Mathilde,female,4,6,0,40,0,24.52,6,164
1280,01:37:32,,1278,Becci,male,3,6,0,21,41.05,24.09,7,166
1279,01:37:32,,1277,Heike,female,6,6,0,35,45.69,21.32,5,158
6891,01:37:32,Ashford & District RRC,6869,Lucy,female,2,3,0,36,0,21.99,0,163
6000,01:37:32,,5981,David,male,3,4,0,40,32.11,22.1,11,174
1281,01:37:32,,1279,Ruth,female,4,5,0,34,49.83,22.26,6,157
10336,01:37:32,,10306,Jennifer,female,4,4,0,31,39.05,22.62,3,160
9806,01:37:32,,9779,Sam,male,4,5,0,48,39.75,24.44,10,167
12150,01:37:32,,12113,Megan,female,1,5,0,40,54.27,23.22,6,157
12149,01:37:32,,12112,Ellie,female,1,3,0,33,41.05,19.92,13,173
13087,01:37:32,12 in 12,13046,Edward,male,1,2,0,31,0,23.21,11,1
2585,01:37:32,,2575,Mark,male,3,3,0,33,33.57,24.37,10,169
1277,01:37:31,,1275,Anthony,male,0,3,0,35,32.59,22.46,9,158
12148,01:37:31,,12111,Gervase,male,0,6,0,46,35.59,25.55,11,173
5999,01:37:31,,5980,Steve,male,0,3,0,37,32.24,20.08,5,165
7273,01:37:31,,7251,John,male,3,5,0,39,38.48,999,0,166
7759,01:37:31,Lonely Goat Running Club,7737,Royce,male,0,5,1,32,39.78,22.89,4,164
2584,01:37:31,,2574,Rachel,female,1,4,0,45,0,20.88,5,160
3503,01:37:31,,3491,Pollyanna,male,3,5,0,27,48.59,22.23,4,165
1276,01:37:30,,1274,Erin,female,0,3,0,34,39.21,22.59,9,173
6890,01:37:30,,6868,Jessica,female,3,3,0,25,43.97,20.41,7,166
14047,01:37:30,,14005,Lara,female,4,5,0,44,46.39,24.68,10,168
5023,01:37:29,,5005,Guy,male,0,4,0,25,33.02,24.98,7,154
2583,01:37:29,,2573,Tracy,female,1,3,0,31,39.9,22.49,9,164
14045,01:37:28,,14003,Katy,female,6,6,0,46,46.82,24.8,7,162
4424,01:37:28,,4408,Karen,female,5,5,0,28,41.18,25.17,9,165
12147,01:37:28,,12110,Oliver,male,3,4,0,43,51.13,24.18,6,162
14046,01:37:28,2 Dash,14004,Symon,male,4,5,1,19,42.94,21.85,9,174
2582,01:37:28,,2572,Fleur,female,3,4,0,31,55.91,23.18,8,173
12146,01:37:27,,12109,Ali,male,2,4,0,50,35.09,21.17,16,162
1275,01:37:27,,1273,Rebecca,female,2,6,0,43,51.48,21.27,7,162
8788,01:37:27,,8764,Ashley,female,3,7,0,31,45.58,19.43,1,173
5997,01:37:27,Baffins Fitclub,5978,Paul,male,2,5,1,43,31.6,21.7,5,158
5998,01:37:27,,5979,George,male,3,4,0,38,35.01,23.71,5,164
7758,01:37:27,,7736,Ian,male,2,3,0,35,0,24.8,9,164
1274,01:37:27,Great Yarmouth Road Runners,1272,Rob,male,0,2,0,49,34.77,23.65,10,165
13086,01:37:26,,13045,Laurie,female,1,4,0,32,37.47,22,6,155
6889,01:37:26,,6867,Malcolm,male,1,2,0,41,29.22,21.33,5,159
9553,01:37:26,Harold Wood Running Club,9526,Carol,female,3,4,0,36,49.04,21.23,6,162
5022,01:37:26,Eynsham Road Runners,5004,Sarah,female,2,2,0,26,43.6,22.25,10,174
2581,01:37:26,Baffins Fitclub,2571,Keith,male,3,3,1,26,39.65,23.54,13,170
8787,01:37:26,Petts Wood Runners,8763,Alan,male,2,9,1,43,28.52,21.87,6,169
4423,01:37:26,,4407,Zoe,female,4,8,0,24,53.62,22.84,5,159
13085,01:37:25,,13044,Helen,female,6,6,0,29,50.91,23.98,5,165
5995,01:37:25,Lonely Goat Running Club,5976,Mark,male,2,4,0,42,36.32,22.14,6,160
5996,01:37:25,,5977,Sam,male,2,4,0,24,46.36,24.72,6,164
2580,01:37:25,,2570,David,male,0,4,0,25,27.2,23.67,7,168
1273,01:37:25,,1271,Nicola,female,0,5,0,43,55.72,21.48,7,159
5994,01:37:24,Lytchett Manor Striders,5975,Lucy,female,2,4,1,36,57.48,23.28,5,167
8785,01:37:24,,8761,Ian,male,0,5,0,19,45.46,22.67,5,161
11089,01:37:24,,11056,Richard,male,0,4,0,31,28.3,22.12,3,167
8786,01:37:24,,8762,Lara,female,7,7,0,30,33.72,21.09,5,168
9552,01:37:24,,9525,Natalia,female,7,7,0,47,35.63,20.94,3,168
13084,01:37:24,,13043,Paul,male,6,6,0,41,59.98,24.21,7,161
7757,01:37:24,,7735,Rico,male,1,5,0,36,51.69,23.43,6,160
5021,01:37:23,,5003,Daniel,male,5,5,0,33,27.58,21.68,8,174
6887,01:37:23,,6865,Claire,female,6,6,0,46,42.26,23.21,7,160
6888,01:37:23,Baffins Fitclub,6866,Jacquie,female,3,3,0,38,46.68,999,9,173
8784,01:37:23,,8760,Kathy,female,2,4,0,32,44.42,19.79,9,166
226,01:37:23,,226,Paul,male,4,4,0,42,44.04,22.37,4,173
7272,01:37:23,,7250,Sara,female,6,6,0,38,47.1,22.96,0,159
10335,01:37:23,,10305,Matt,male,5,6,0,54,30.71,21.43,7,163
2579,01:37:23,,2569,Carly,female,0,4,0,36,35.06,22.32,6,163
11088,01:37:22,Farnham Town Running Club,11055,Sharon,female,3,3,0,42,29.19,22.73,8,159
8783,01:37:22,Itchen Spitfires Running Club,8759,Aisha,female,0,2,0,28,44.55,999,8,159
11087,01:37:22,,11054,Phil,male,2,4,0,29,22.33,21.49,20000,171
5020,01:37:22,,5002,Caroline,female,3,3,0,40,31.58,20.99,1,164
12144,01:37:22,2 Dash,12107,David,male,2,4,0,31,44.42,25.68,2,161
12145,01:37:22,,12108,Mary-jane,male,2,5,0,32,33.19,22.62,8,163
5993,01:37:22,Stubbington Green Runners,5974,Dawn,female,2,6,1,45,60.31,21.01,8,160
3502,01:37:22,,3490,Julia,female,2,5,0,33,44.96,19.84,6,162
5992,01:37:22,,5973,Ben,male,0,3,0,41,0,21.73,4,163
12143,01:37:21,,12106,Ruth,female,0,4,0,27,45.78,21.45,4,161
11086,01:37:21,,11053,Simon,male,0,5,0,40,37.38,24.07,3,164
8782,01:37:21,,8758,Claire,female,3,3,0,43,49.93,21.07,6,166
3501,01:37:21,,3489,Michael,male,0,2,0,39,38.28,22.02,10,166
5991,01:37:20,,5972,Sarah,female,2,3,0,26,50.47,21.84,5,167
7756,01:37:20,,7734,Siri,female,4,6,0,31,26.51,20.28,3,154
10334,01:37:20,,10304,Rebecca,female,0,5,0,39,41.84,22.81,13,163
5990,01:37:20,MOTE Runners,5971,Neil,male,5,7,0,62,42.05,21.07,12,1
1272,01:37:20,,1270,Chris,male,4,6,0,35,37.22,20.96,6,162
10333,01:37:20,,10303,Andrew,male,4,6,0,34,53.81,22.19,5,170
6884,01:37:19,,6862,Matt,male,1,3,0,26,53.09,21.65,5,159
6885,01:37:19,Ashford & District RRC,6863,Andy,male,2,4,0,34,47.83,21.55,8,161
6886,01:37:19,,6864,Lotta,female,7,7,0,37,45.86,23.14,8,166
1271,01:37:19,,1269,Piet,male,0,4,0,43,28.78,21.02,2,168
12142,01:37:19,,12105,Caroline,female,1,4,0,47,32.63,21.11,10,170
2578,01:37:19,Zero to Hero Runners,2568,Liz,female,5,6,1,33,32.34,23.84,6,170
3500,01:37:19,,3488,Geoff,male,5,8,0,36,40.34,21.17,5,170
4021,01:37:19,,4008,Martin,male,3,6,0,31,52.02,22.08,8,171
13083,01:37:19,,13042,Debbie,female,4,4,0,36,49.34,22.73,10,170
8781,01:37:19,,8757,Paul,male,5,5,0,31,40.75,23.07,11,172
8780,01:37:19,,8756,Lisa,female,6,6,0,32,44.65,19.22,6,161
1270,01:37:18,,1268,Jamie,female,2,3,0,25,43.04,22.96,8,158
12141,01:37:18,,12104,Natalie,female,0,4,0,35,27.7,21.28,1,165
7755,01:37:18,,7733,Jennie,female,5,6,0,36,44.41,21.72,1,164
5989,01:37:18,,5970,Emma,female,1,5,0,39,43.24,20.68,10,165
4020,01:37:18,,4007,Sue,female,4,8,0,24,38.71,23.92,5,165
5988,01:37:18,Southampton AC,5969,Marc,male,2,2,0,18,40.3,22.51,3,164
1269,01:37:18,Portsmouth Joggers,1267,Sophie,female,4,4,0,35,36.69,23.64,8,159
11085,01:37:18,,11052,Michael,male,2,4,0,36,42.76,22.03,6,165
12140,01:37:18,,12103,Miriam,female,4,6,0,35,39.37,21.74,11,174
13082,01:37:18,,13041,Mike,male,4,4,0,28,64.19,23.36,1,166
11084,01:37:17,,11051,James,male,0,2,0,33,46.22,23,3,164
2577,01:37:17,,2567,Nathan,male,0,4,0,40,39.63,999,8,174
8779,01:37:17,,8755,Ryan,male,4,7,0,45,46.27,21.69,6,174
224,01:37:16,,224,Claire,female,4,8,0,39,49.54,20.78,13,161
1267,01:37:16,,1265,Tori,female,0,3,0,22,40.75,23.73,4,1
1268,01:37:16,,1266,Jessica,female,5,5,0,55,46.05,25.16,12,156
11083,01:37:16,,11050,Rebecca,female,0,4,0,34,32.05,24.58,8,162
8778,01:37:16,,8754,Matthew,male,5,5,0,39,36.4,20.95,8,170
3499,01:37:16,,3487,Heather,female,1,6,0,49,53.3,21.47,11,158
6883,01:37:16,,6861,Amy,female,1,7,0,45,45.65,21.38,12,162
225,01:37:16,,225,Ilona,female,2,7,0,46,48.88,23.95,8,158
8777,01:37:15,,8753,Jasmin,female,5,5,0,39,41.6,22.64,9,160
3498,01:37:15,,3486,Andrew,male,0,3,0,32,44.85,23.77,4,155
12139,01:37:15,,12102,Jo,male,5,5,0,25,43.23,21.4,4,165
1266,01:37:15,,1264,Michael,male,0,4,0,31,39.14,23.28,10,164
14044,01:37:15,,14002,Adam,male,1,7,0,56,47.6,20.43,6,165
1265,01:37:15,,1263,Joseph,male,2,8,0,18,40.23,24.99,7,166
6882,01:37:14,,6860,Samuel,male,3,3,0,18,48.62,21.64,700,171
7271,01:37:14,Medway Fit,7249,Leanne,female,3,3,0,39,44.88,24.51,9,162
6881,01:37:14,,6859,Oliver,male,3,6,0,33,43.89,22.54,3,166
6880,01:37:14,,6858,Jo,male,2,3,0,18,53,21.78,5,159
3497,01:37:13,,3485,Deborah,female,1,6,0,35,54.03,23.64,10,161
2576,01:37:13,,2566,Gary,male,0,3,0,36,0,23.4,2,160
12138,01:37:13,,12101,Tara,female,0,5,0,38,41.88,22.71,6,164
9551,01:37:13,,9524,Emma,female,0,4,0,35,44.59,24.35,4,166
5987,01:37:12,,5968,Ben,male,4,5,0,39,40.53,999,4,166
1264,01:37:12,,1262,James,male,5,5,0,44,47.39,21.69,8,158
7754,01:37:12,,7732,Anne,female,2,5,0,46,45.71,21.33,10,172
8776,01:37:12,,8752,Tim,male,0,3,0,41,42.35,23.93,8,156
8775,01:37:12,Blackwater Valley Runners,8751,David,male,5,5,0,34,28.59,22.1,4,178
14043,01:37:12,,14001,William,male,3,3,0,25,34.83,21.57,15,163
8774,01:37:12,,8750,Lily,female,5,5,0,24,39.8,24.27,7,159
4422,01:37:11,,4406,Kathleen,female,3,6,0,33,31.71,23.13,6,163
8773,01:37:11,Medway Fit,8749,Karl,male,5,5,0,31,25.92,21.97,8,172
2575,01:37:10,,2565,Sam,male,3,3,0,23,54.26,20.42,12,166
5986,01:37:10,,5967,Steve,male,2,5,0,45,44.29,23.13,4,156
1263,01:37:10,,1261,Emma,female,2,3,0,41,40.95,23.12,1,169
2574,01:37:10,,2564,Suzie,female,1,7,0,36,56.52,20.92,8,165
4019,01:37:10,,4006,Kate,female,2,4,0,39,47.74,24.89,2,164
14615,01:37:10,,14568,Laura,female,1,4,0,54,36.05,23.16,9,164
5985,01:37:10,,5966,Benjamin,male,2,2,0,25,54.07,21.43,9,169
12137,01:37:09,,12100,Hahmed,male,2,6,0,44,43.79,22.7,3,170
5984,01:37:09,,5965,Melanie,female,2,4,0,48,33.1,22.16,11,173
1262,01:37:09,,1260,Natalie,female,2,5,0,28,46.21,21.99,8,164
8772,01:37:09,Stubbington Green Runners,8748,Oana,female,2,6,0,24,39.58,21.84,0,171
11082,01:37:09,,11049,Honor,female,0,7,0,31,33.19,24.99,3,180
223,01:37:08,,223,Matthew,male,3,4,0,42,49.74,23.86,12,166
14042,01:37:08,,14000,Sonia,female,1,4,0,35,43.94,21.91,5,170
10331,01:37:08,,10301,Hattie,female,7,7,0,32,39.22,19.48,2,158
10332,01:37:08,,10302,Luke,male,1,1,0,38,44.49,23.36,6,160
8771,01:37:08,Good Gym,8747,Sarah,female,2,6,1,36,46.77,23.84,4,159
5983,01:37:08,100 Marathon Club,5964,Rosie,female,3,4,0,44,31.65,21.88,11,166
5982,01:37:08,,5963,Laura,female,5,6,0,31,28.87,24.27,9,164
14041,01:37:07,,13999,Nik,male,3,5,0,31,27.65,22.75,12,174
2573,01:37:07,,2563,Bradley,male,1,3,0,29,36.12,18.08,13,168
7270,01:37:06,Buckingham & Stowe RC,7248,Linda,female,3,6,1,32,43.42,24.21,2,173
7269,01:37:06,,7247,Tony,male,2,2,0,50,49.43,21.65,6,168
8770,01:37:06,,8746,Scott,male,1,3,0,18,48.61,24.35,3,163
9550,01:37:06,,9523,Lynda,female,1,6,0,40,42.87,21.93,12,155
12135,01:37:05,,12098,Stuart,male,4,6,0,29,45.04,19.03,12,165
222,01:37:05,,222,Sophie,female,0,5,0,27,41.06,27.42,7,164
12136,01:37:05,,12099,Elliot,male,0,6,0,44,36.71,23.44,9,165
6879,01:37:05,,6857,Lindsey,female,4,4,0,32,51.09,19.76,7,163
8768,01:37:05,,8744,Liz,female,3,3,0,38,36.17,23.43,8,170
8769,01:37:05,,8745,Ted,male,3,3,0,38,46.44,999,7,161
10330,01:37:05,,10300,Lee,male,3,5,0,49,58.03,22.23,13,164
5981,01:37:05,,5962,Adrian,male,2,6,0,37,59.25,21.93,10,164
12134,01:37:04,,12097,Rita,female,6,6,0,32,41.37,22.27,5,174
13081,01:37:04,Farnham Town Running Club,13040,Sarah,female,2,5,0,29,42.83,22.32,6,165
2572,01:37:04,,2562,Jo,male,0,6,0,59,38.92,22.81,10,159
11081,01:37:03,West Wight Road Runners,11048,Sarah,female,2,5,1,46,34.19,24.18,4,170
14040,01:37:03,,13998,Jeremy,male,3,4,0,45,30.68,23.21,10,165
8767,01:37:03,,8743,Cat,male,3,3,0,56,44.43,24.24,7,168
6878,01:37:02,,6856,Lee,male,4,4,0,39,57.39,20.67,0,159
14039,01:37:01,,13997,Greg,male,4,5,0,22,37.61,19.66,6,160
14038,01:37:01,Hedge End Running Club,13996,Andy,male,4,4,0,27,36.41,23.63,6,164
1261,01:37:00,,1259,Russell,male,0,6,0,35,0,24.26,6,169
4018,01:37:00,,4005,Emma,female,0,4,0,18,35.75,21.81,9,168
13080,01:37:00,,13039,Sarah,female,0,6,0,31,49.27,999,6,162
7268,01:37:00,,7246,Alex,male,5,5,0,26,40.35,999,1,165
2571,01:37:00,,2561,Isobel,female,2,6,0,38,42.6,21.59,7,162
5980,01:37:00,,5961,Simon,male,3,3,0,41,49.91,21.32,11,159
1260,01:36:59,,1258,Lou,male,0,4,0,31,0,24.77,10,157
5979,01:36:59,,5960,James,male,5,5,0,33,49.12,24.42,7,173
12133,01:36:58,,12096,Mark,male,2,5,0,47,39.04,23.61,7,163
4017,01:36:58,Stowmarket Striders Running Club,4004,Stephen,male,1,6,1,38,44.89,23.33,5,169
4421,01:36:57,,4405,Glenn,male,1,3,0,41,39.59,19.01,4,167
2570,01:36:57,,2560,Lester,male,0,7,0,27,49.14,21.78,8,159
14037,01:36:57,Carn Runners,13995,Steve,male,2,4,1,30,46.67,22.58,9,169
8766,01:36:57,Stubbington Green Runners,8742,Gareth,male,1,1,0,35,44.53,22.56,4,175
221,01:36:57,,221,Nicola,female,3,4,0,32,47.6,21.74,5,165
5019,01:36:57,,5001,Lizelle,male,3,4,0,27,0,21.84,7,164
1259,01:36:56,,1257,Ben,male,3,3,0,35,46.93,999,0,169
12132,01:36:56,,12095,Gemma,female,1,3,0,32,31.8,22.55,8,167
7267,01:36:55,,7245,Amelia,female,2,7,0,35,21.28,21.87,9,160
4016,01:36:55,,4003,Luke,male,4,4,0,39,28.36,21.62,13,169
3496,01:36:55,,3484,Martin,male,2,4,0,43,29.43,20.97,12,167
9805,01:36:55,,9778,Megan,female,6,6,0,41,38.79,21.34,8,167
12130,01:36:54,,12093,Dave,male,3,3,0,46,38.59,21.29,6,165
12131,01:36:54,,12094,Eddie,male,9,9,1,37,31.72,18.5,9,167
5978,01:36:53,,5959,Sam,male,7,7,0,29,40.71,999,12,164
2569,01:36:53,,2559,Sarah,female,4,6,0,18,42.49,24.96,2,172
2568,01:36:53,,2558,Emma,female,6,6,0,38,43.93,20.01,9,158
12129,01:36:53,,12092,Ryan,male,3,4,0,29,53.14,22.91,10,168
13333,01:36:53,,13291,Lauren,female,7,7,0,32,40.89,21.72,12,168
5018,01:36:52,,5000,Annie,female,2,6,0,52,50.3,21.83,12,168
9804,01:36:52,,9777,Gary,male,3,3,0,27,29.56,23.43,6,166
4015,01:36:52,,4002,Harriet,female,3,3,0,29,0,23.07,5,174
1258,01:36:51,,1256,Jessica,female,4,4,0,23,34.93,21.95,5,163
12128,01:36:51,,12091,Mark,male,3,4,0,35,41.49,24.35,10,165
1256,01:36:50,,1254,Andrew,male,3,5,0,32,26.4,20.73,2,160
1257,01:36:50,,1255,Laura,female,1,5,0,38,43.22,23.82,9,172
3495,01:36:50,,3483,Emma,female,4,4,0,36,35.62,24.63,6,167
12127,01:36:49,New Forest Runners,12090,Maxine,female,2,3,0,28,36.14,23.17,6,171
1255,01:36:49,,1253,Rosie,female,4,4,0,39,28.28,21.09,7,168
11079,01:36:49,,11046,Jimmy,male,2,4,0,18,49.16,17.25,10,169
5976,01:36:49,,5957,Lydia,female,4,4,0,44,0,999,11,160
5977,01:36:49,,5958,Carol,female,1,1,0,33,41.46,23.56,4,167
11080,01:36:49,West Wight Road Runners,11047,Sallie,female,2,3,0,36,37.46,22.81,7,172
220,01:36:48,Brighton Phoenix,220,Tabitha,female,5,5,1,57,33.61,999,10,164
13407,01:36:48,,13365,Adam,male,1,4,0,28,39.69,22.92,10,169
5017,01:36:48,Sole Sisters (North Bristol),4999,Penny,female,6,6,1,24,47.33,22.06,7,166
10329,01:36:48,,10299,David,male,0,4,0,36,36.36,24.36,11,172
1254,01:36:48,,1252,Eleanor,female,3,5,0,31,42.93,999,3,165
219,01:36:47,,219,Vanessa,female,1,4,0,28,45.6,23.85,7,157
14036,01:36:47,,13994,Kate,female,2,6,0,34,60.06,21.57,7,155
10328,01:36:47,,10298,James,male,0,2,0,41,45.69,23.35,11,166
12126,01:36:47,,12089,Samantha,female,4,4,0,47,35.63,21.59,-2,164
10327,01:36:46,,10297,Lewis,male,3,5,0,31,46.11,24.99,8,166
5975,01:36:46,,5956,Leroy,male,4,4,0,30,44.46,23.88,5,159
9549,01:36:45,,9522,Katie,female,0,3,0,59,41.59,23.02,12,182
2567,01:36:45,,2557,Paul,male,6,6,0,25,42.55,21.05,3,166
11078,01:36:45,,11045,Naomi,female,4,7,0,42,44.35,23.38,8,170
5974,01:36:45,,5955,Maddy,female,7,7,0,38,36.47,21.88,5,161
8765,01:36:44,,8741,Thomas,male,0,6,0,34,41.12,22.22,4,170
11077,01:36:44,,11044,Tom,male,4,4,0,26,45.61,22.72,11,159
218,01:36:44,,218,Sophie,female,4,5,0,33,32.11,19.4,8,166
5015,01:36:44,,4997,Jessica,female,4,4,0,33,37.67,23.94,6,176
1252,01:36:44,,1250,Sally,female,0,6,0,36,45.47,20.48,6,164
1253,01:36:44,,1251,Stuart,male,8,8,0,28,41.15,21.55,7,162
12125,01:36:44,,12088,Suzy,female,1,4,0,48,52.66,21.06,8,161
5016,01:36:44,Harlow Running Club,4998,Tracy,female,5,5,1,33,31.02,23.34,9,170
2566,01:36:44,,2556,Matthew,male,1,5,0,38,27.16,21.76,8,165
12124,01:36:43,,12087,Charlotte,female,3,3,0,22,40.65,22.22,12,168
14035,01:36:43,,13993,Sam,male,5,5,0,39,36.63,22.58,4,164
7753,01:36:43,,7731,Molly,female,3,4,0,25,37.69,19.48,7,165
12123,01:36:43,,12086,Stacey,female,2,5,0,42,37.08,24.74,3,165
217,01:36:43,,217,Harri,male,1,6,0,18,47.95,21.27,8,166
2565,01:36:43,,2555,Ben,male,0,7,0,50,30.81,24.09,15,161
14614,01:36:43,,14567,Lauren,female,4,4,0,36,36.93,21.02,4,1
8764,01:36:42,,8740,Tanya,female,5,5,0,31,43.09,24.16,13,155
8763,01:36:42,Lordshill Road Runners,8739,Siobhan,female,3,4,1,43,52.66,24.82,18,166
12122,01:36:42,,12085,Brett,male,6,6,0,33,43.83,24.64,6,169
1250,01:36:42,Lonely Goat Running Club,1248,Mandy,female,0,7,1,34,49.4,22.29,13,168
1251,01:36:42,Lonely Goat Running Club,1249,David,male,1,4,0,34,40.37,22.67,7,160
1249,01:36:42,,1247,Andy,male,0,4,0,47,20.09,23.82,5,156
13406,01:36:41,,13364,Simon,male,0,2,0,49,44.1,23.14,12,169
5973,01:36:41,Isle Of Wight RRC,5954,Stephen,male,3,3,0,21,35.13,23.81,8,165
13079,01:36:41,,13038,Oscar,male,2,5,0,51,42.36,21.94,8,169
14034,01:36:40,,13992,James,male,1,3,0,42,34.51,21.45,4,163
8762,01:36:40,,8738,Nigel,male,0,6,0,43,33.37,22,13,164
7266,01:36:39,,7244,Martyn,male,0,5,0,40,48.81,21.14,5,169
5972,01:36:39,,5953,Victoria,female,3,3,0,43,40.28,22.65,16,159
12121,01:36:39,,12084,Marc,male,1,3,0,35,35.76,22.44,7,165
9548,01:36:39,,9521,Kate,female,4,6,0,44,0,21.1,11,168
7752,01:36:39,,7730,Carla,female,2,3,0,29,49.13,22.72,9,171
13078,01:36:39,,13037,Sarah,female,5,5,0,40,50.74,23.83,3,163
2564,01:36:38,,2554,Nikki,female,4,4,0,42,52.63,24.17,10,164
10326,01:36:38,,10296,Jon,male,5,6,0,44,46.9,20.87,5,168
5013,01:36:38,,4995,Jo,male,0,4,0,44,40.84,23.1,6,174
5014,01:36:38,,4996,Taya,female,5,5,0,56,28.34,22.04,11,159
14033,01:36:38,,13991,Fraser,male,4,4,0,35,42.83,22.17,2,1
1248,01:36:38,,1246,Nigel,male,3,5,0,35,46.71,22.64,14,171
13077,01:36:38,,13036,John,male,1,3,0,23,41.63,21.17,8,170
14032,01:36:37,,13990,Adele,female,5,5,0,34,31.06,19.07,11,165
7751,01:36:37,,7729,Gary,male,1,6,0,48,36.77,25.02,6,161
11075,01:36:36,,11042,Razzle,male,1,5,0,49,40.02,21.21,5,172
11076,01:36:36,,11043,Teddy,male,4,6,0,37,42.84,22.48,7,173
2561,01:36:36,Faversham Road Runners,2551,Malgorzata,male,1,4,0,34,44.22,25.99,6,168
5971,01:36:36,,5952,Colin,male,4,4,0,44,38.49,21.6,9,167
2562,01:36:36,Chichester Runners & AC,2552,Tony,male,3,3,0,29,51.58,23.34,2,167
2563,01:36:36,,2553,Rowena,female,1,4,0,33,40.55,20.6,11,166
14031,01:36:35,,13989,Carl,male,2,8,0,23,41.29,21.86,9,161
13076,01:36:35,,13035,Emma,female,3,3,0,30,36.43,20.18,3,172
6642,01:36:35,,6620,Sarah,female,4,4,0,31,47.57,18.87,10,172
8761,01:36:35,,8737,Neal,male,2,4,0,46,44.71,22.85,7,171
